speaker_id,line_num,line_str
225,17,"Okay. I, your idea sounds awesome, Carlos, but we are, we are talking about our classroom rules right now. Okay. There will be another time to have those conversations. So why is it important to keep safe in the classroom?"
225,18,"Well, so people take your pen. I didn't take your pen."
225,19,"Stop. So we wanna make sure, Mina, I just want me, we wanna make sure that we have safe hands and safe feet in the classroom so that everyone is comfortable and we are in a comfortable and safe place to learn,"
225,20,Okay?
225,21,"Mm-hmm. <affirmative>. And the next one is follow directions. So it's important that we follow directions in class. So what does that mean, Jayla? I haven't heard from you."
225,22,"Yeah. Um, well maybe like just, uh, follow directions, just sort of, you know, if we have an assignment, we should do it right. Um, and, you know, have it done on time and do our best. All that stuff. Yeah."
225,23,Cool. Yeah. Anyone else?
225,24,"Uh oh. Are you gonna be in charge of the science fair this year? Because I have some amazing ideas and I didn't know if you like, had any info on that."
225,25,"Carlos, I am so excited to hear your amazing ideas, but cool. Right now we're talking about classroom roles. Um, so I wanna hear from you. What, what, what does following directions look like in the classroom?"
225,26,"Um, well, like if you tell us to be quiet, probably be quiet. Yeah. Although sometimes"
225,27,When the teacher told you something to do to make sure you follow her direction. Mm-hmm. <affirmative> great. Yeah.
225,28,"And if you're working in a group, you know, like work together, right? Stuff"
225,29,"Like that. I really, I really like that."
225,30,"This is boring. So it's Jayla, why are we doing this? This"
225,31,Jayla? Yeah.
225,32,This is boring. Why are we doing this?
225,33,"Well, it's very important that we're in school to to, to have a, a good place to learn and for us to feel comfortable in the classroom because this is where we're gonna be the majority of our day. And I wanna make sure that everyone is, it, it, this is feels comfortable and, and it's gonna be a, a fun place to learn. Kick me and we can"
225,34,"Have kicking you because you stole my pen. I didn't steal it. Stop telling me that. Well,"
225,35,You're Nina
225,36,Will. Nice. What are you doing? I'm just calling things the way I see
225,37,Nina and Will.
225,38,Yep.
225,39,"It is not okay to, it is not okay to kick. We need to remember to keep our, our hands and feet to ourselves. Okay. Um, so will you need to make sure you to return the pen? And honestly, we to right now we're working on cla we're talking about classroom rules. Yeah. So we shouldn't have anything out right now. Okay? Okay."
225,40,See?
225,41,Okay. And.
226,0,Begin simulation.
226,1,Hello class.
226,2,Hello. Hi.
226,3,Hi. My name is Ms. Goff. How are you?
226,4,Good. Doing good. How are you?
226,5,"Great. I am doing well. So today we're gonna talk about setting some classroom expectations. So the first one is to be respectful. So raise your hand if you think you know what that means. Well,"
226,6,"Where's my pen? I didn't pick your, take your pen."
226,7,Mina. Hi Mina. Do you know what that means? To be respectful?
226,8,"Um, yeah, to like, uh, be nice to other people who don't steal your things."
226,9,"So yes, to be respectful of means being nice to other people. What about which people? Which people should you be nice to in the classroom?"
226,10,"Well, everybody."
226,11,Everybody? Yes. So your classmates and your teachers. Oh
226,12,No. Oh no.
226,13,"Emily, please turn your cell cell phone off."
226,14,Okay. Turning it off. Turning it off. Turning to get off.
226,15,"Thank you. Besides people, what other things should be we consider when we're being respectful? Should you leave a mess in your classroom?"
226,16,"Oh, no."
226,17,No. Definitely not. So clean up your space?
226,18,Yeah.
226,19,And
226,20,"Oh, oh, oh, oh. So I wanted to mention, so I've been working on this really cool, um, like superhero, uh, short play and I didn't know if anybody wanted to do a read through one of my drafts. Um, I don't know if you know the schedule's like today, but just putting"
226,21,"Out That's me, Carlos. Let's talk about that at the end of class."
226,22,"Okay, great. Sounds good. Works for me."
226,23,"All right, so the next one is be responsible. So what does it mean to be responsible as a student?"
226,24,"To not steal, not I didn't steal anything. I don't know where you're getting this from. I don't even use a pen."
226,25,"Well, Mina. Okay."
226,26,Look at a lie. Detective up in here. Yep.
226,27,"So being responsible, what does that mean to you? Um, besides not stealing from your classmates?"
226,28,"Besides, yeah. Theft. Um, I would say like doing your work on time, participating, stuff like"
226,29,"That. Yeah. And coming to class prepared. What is, what does it mean to be coming to class prepared? Um, what should you have with"
226,30,Your reading or your homework done?
226,31,What else? What else did you have?
226,32,"Yeah,"
226,33,"Will, what else did you have besides your homework or your reading?"
226,34,"Um, I guess to contribute to like conversations and stuff about the material. Mm-hmm. <affirmative> or whatever. Mm-hmm."
226,35,<affirmative>. Yeah. So be ready to share and contribute to conversations. You should also bring a pen or a pencil.
226,36,"Oh, are you in charge of the science fair this year? Because I heard that like there's a new science fair person."
226,37,"Yes. Carlos. Uh, actually I am. But let's talk about that after class. I'd love to talk to you more about that. Okay. Let's, uh, let's focus on the classroom expectations right"
226,38,Now. Okay. Thank you. Cool. I'm just excited as
226,39,You can tell. I can tell. So the next one is be kind. What does it mean to be kind Emily?
226,40,"Yeah, to like, uh, listen when other people talk and to, I don't know, respect people's opinions. Mm-hmm. <affirmative>, this is boring. Why are we doing this again?"
226,41,"So Jayla, we are doing this so that everyone knows how to behave in the classroom and so that we can all work together as a community."
226,42,Yeah.
226,43,Yeah. So what does it mean to you to be kind?
226,44,"Um, I think well being able to like listen to other people's opinions. Mm-hmm. <affirmative> maybe you don't agree with,"
226,45,Right? Yeah. So even if you disagree with
226,46,"Someone, people didn't accuse me listen to them stealing when I didn't steal. Well you did. You did buddy. You did. Will you notice will name is you ever think it's cuz you're mean Will. Yeah."
226,47,Will please be quiet
226,48,All
226,49,Thank you will Amina we'll talk after we're done. So the last one is be polite. What does it mean to be polite?
226,50,"Um, to like, like with your turn, like if you're waiting in line, uh, like yeah. Um, helping people who need help."
226,51,"Great. Sure. Yeah. So waiting your turn. So if you have something to share with the class, you could raise your hand. Learn simulation."
227,0,And start simulation.
227,1,Hi class.
227,2,Hi.
227,3,"Hi. Okay, so today we're gonna be going over the norms that we established in the classroom. Um, the first one that we said that we were gonna put in the classroom is to respect each other and to be kind. And so can someone gimme an example of that? Norm?"
227,4,"I'm sorry. Uh, you said be respectful and"
227,5,Be kind. Yeah. Respect each other and be kind. Yeah.
227,6,"Um, I think maybe if people don steal other people's pencils, like Will here, I think that may might be a good place to start. I didn't sue your pencil or pen or ready your pencils. Okay."
227,7,Nina.
227,8,She did.
227,9,"Nina, I think that is a good example, but how about if there's something between you and Will? We can talk about that later. Is that okay?"
227,10,Okay.
227,11,"Okay. Yeah, that's, that's a good example, right? We don't wanna take each other's stuff. We wanna respect each other's stuff. Right."
227,12,Sorry.
227,13,"You're okay. Are you okay, Emily?"
227,14,"Yeah, I could just, I'll turn my phone off."
227,15,"Okay. Yes. If you could take, if you could put away your phone. Yeah. Yep. Okay. And then our second norm was listen and raise your hand if you wanna speak. Right. Um, what if Jayla was talking and Will and Emily were just, you know, talking to their neighbors? Is that okay?"
227,16,Mm-hmm. <affirmative>? Mm-hmm. <affirmative> now?
227,17,Yeah. Do you wanna listen to Distracting?
227,18,Yeah.
227,19,Distracting.
227,20,"Yeah. Oh, oh, oh. So I wanted to just mention, I wrote this really cool, um, short play about superheroes, um, and I wanted to see if anybody wanted to do a readthrough of it. Just sort of like workshopping a script."
227,21,"Carlos, that's awesome. But right now we're talking about our norms, so let's talk about that later. Is that okay?"
227,22,"Okay. That's, that's"
227,23,"Fine. Okay. Thank you. For sure. Okay. Um, so we, we established the first one. Respect each other and be kind. And the second yay"
227,24,"Pen thief. I didn't do it. I didn't, I don't need a"
227,25,Pen. Nina will stop talking and please listen. Thank you. Okay. And so our third norm that we wanna go over is be safe. What does that look like in the classroom?
227,26,"Um, I think can't get back. Not running, not touching other people's things. Yeah. He's just respecting speaks. Yeah. Speaks of other people."
227,27,"Is it okay if we kind of like touch each other and push each other or do something? Oh, no. Physical. That's not okay. Right? That's not being safe, right?"
227,28,No. We're like playing tag or something.
227,29,"Do you wanna play tag inside the classroom? No. No. Right. Yeah. It could cause people to fall. You can run into desks, chairs, and then you guys could get hurt, right? Yep. Okay, so, so those are the three norms that we established. Can some of you maybe share what we"
227,30,"Oh, oh, oh. Are you in charge of the science fair this year? Cause like someone told me that, that our teacher was, and I don't know who is, but I have like, so many good ideas. Carlos,"
227,31,"We are talking about our norms right now, and we'll talk about the sides here later. I know you're excited so we can talk about it later. Okay. Cool. Cool. Okay, so like I said, can someone maybe tell us what we went over about the norms?"
227,32,"Um, to be safe?"
227,33,"Mm-hmm. <affirmative> and respectful. Yes. Be kind. Yes. And what was the second one that we talked about? About talking? Um,"
227,34,Don't interact.
227,35,"Yeah, you wanna listen and raise your hand, right? Yeah. Okay. So that's basically our norms for the classroom."
227,36,This is boring. Is it boring?
227,37,"Okay. Well, we're done with it anyway, so, oh, yeah. <laugh>, what did you guys, what did you guys do over the weekend? Or what are you guys gonna do?"
227,38,"Um, probably getting a, like a hang out at the park. My dog. Yeah. Um, stuff like that."
227,39,That sounds awesome.
227,40,"Yeah, I have a, I have like a, like a keep bees. My dad's like a scientist. Hello? Hello? I usually play with the bees. Wow."
227,41,Weird. Do you get to wear a suit?
227,42,You steal the deep bees from your dad?
227,43,Nina.
227,44,Who still bees.
227,45,Nina?
227,46,Yeah.
227,47,Sorry. We said to be kind so we're not gonna talk to Will like that in
227,48,"The classroom. Okay. Well, Nina,"
227,49,What are you gonna do this
227,50,Week? We have issues.
227,51,"That's fine, Nina. Yeah, let's not be, let's not be disrespectful to each other, okay? Okay. Yeah. I'll"
227,52,Let go. I'll let go of
227,53,"It. Thank you. We can talk about it later. Okay. Okay. Okay. Okay. Nina, what are you gonna do this weekend?"
227,54,"Oh, neat. Oh, I was gonna go to brunch with my mom. Ooh, that should be fun."
227,55,"Yeah, some grapes. Brunch is awesome. Yeah."
227,56,Oh
227,57,"Yeah. What's your favorite, favorite type of food?"
227,58,"Um, any simulation."
228,0,We start simulation.
228,1,"Hi everybody, I'm Ms. Murphy."
228,2,Hey.
228,3,"Hi. Hi there. So I just wanted to review some of our expectations in our classroom today. So, uh, the first one I'm thinking of is raising your hand. That's a pretty big one, wouldn't you say? Why is that important? That we raise our hand in the classroom. Yeah, Jayla."
228,4,"Oh, it helps. I think everybody, um, maintain order."
228,5,"Yeah, totally. What else? Well,"
228,6,"Well, why didn't you raise your hand? We've been working on, on you being a little bit, you know, more demonstrative."
228,7,"Mina, do you have something you're saying over there?"
228,8,"Me alone? Oh, sorry. We're just trying to get will out of his shell."
228,9,"Oh, well that's nice. Nice for you to think of him, but yeah. Well, I think, are you good to go? Will you don't have anything you wanna add?"
228,10,No. Okay.
228,11,That's
228,12,Alright. Embarrassed.
228,13,"No, you're fine. So, um, something that's also important."
228,14,Sorry.
228,15,"You're good. Something that's also important is being quiet when others are speaking. Sorry,"
228,16,Text.
228,17,"All right. Yeah, Emily, we'll have to put that away. So, thank you. So when others are speaking, we should be quiet and that makes a lot of sense. Why is that? Anybody have an idea?"
228,18,"Well, I think, uh, oh. Oh, oh, oh."
228,19,Remember to raise
228,20,"Your hand. Just talk about, um, really quickly. Um, I had this idea. Do, do we maybe wanna have a, like a sort of a, like a superhero discussion at all? Um, I'd really love to make them up. So I was just seeing anybody was"
228,21,"Interested that that's a cool idea, but not for right now. Okay, Carlos. Okay."
228,22,Okay.
228,23,Yes. We'll talk about that another time.
228,24,Sorry for not raising my hand here.
228,25,"Thank you for saying that. Yep. That's an important thing to raise your hand. Um, and you know, sometimes if you have a question that you just wanna check with a friend really quick. Well, did"
228,26,You take
228,27,My pencil? It's easier just to raise your hand and then everyone can hear the answer. I didn't take pencil.
228,28,"We'll take my pencil. I think I know. Well,"
228,29,"We'll have to, we'll have to address that in a little bit. Okay. Oh, so we still have one more thing we're we're talking about. Okay. Which is okay. Our third expectation is that we have safe bodies in the classroom. What does that mean, you think? To be safe with how your body is in the classroom? Yeah. Jail."
228,30,"Um, um, I think, you know, be respectful of people's space and, uh, no running. Don't take people's in still."
228,31,Yeah. Those are great points.
228,32,Stuff like
228,33,"That. Yes, exactly. Yeah. Running is just for outside or at pe Yep. And inside the classroom we should be walking or sometimes if we have like a little dance, we'll"
228,34,"Do so. Oh, oh, oh. Oh. Are you gonna run the science fair this year? Cause I heard, I heard you're gonna do that. Am I totally wrong"
228,35,"About that? Carlos? Carlos, what are you forgetting right now? Forgetting to go."
228,36,Alrighty.
228,37,Raising your hand. Yep. I'll talk about the sides for later. Okay.
228,38,"Okay, good. There you go. I'll not forget next time."
228,39,"Thank you. Good. Um, and then how's, how's everybody's, um, week been going? Uh, like how was your morning? This morning?"
228,40,What's that? I'm sorry.
228,41,How was your morning? This morning? What's something that you did while you were home? Did anybody read me cool books lately?
228,42,"Oh, what is boring? Why are we doing this again?"
228,43,Was that well Or Carlos? I didn't see
228,44,"No, it's, it's Jayla."
228,45,"Jayla. Oh, sorry. I'm curious. Right, the middle. What were you saying? Jayla?"
228,46,"Oh, I was just saying this is boring. Why are we doing this?"
228,47,"I'm just talking about books that we've read. Okay. Yeah. I mean, Jayla, I know you like to read just as much as anyone else, right?"
228,48,"Oh, I do. No, this is true. This is true. Well, what"
228,49,Have you been reading?
228,50,"Um, pretty much like a lot of biographies. Okay, cool. Who take your pen. Who were they about? Yes, you did. You're thief. You're a pen thief."
228,51,Mina.
228,52,"Well, yeah, not a thief. They're"
228,53,Just Hey guys. Humiliating
228,54,"Me. Actively humiliating me in class. Well,"
228,55,"Hey, will and Mina. Yeah, Jayla was trying to share something and one of our expectations is to listen and, and to be quiet while others are speaking. And if you have something that you wanna share, you can raise your hand."
228,56,"Sorry. Sorry,"
228,57,"Jayla. So Jayla, can you tell me about, uh, the biographies you you've been reading?"
228,58,"Oh, so, um, I read one on like, uh, Sam Ronald Reagan. Cool. I was like, well, I was like, what's this, what's this guy about? Yeah. Someone talks about the eighties and stuff."
228,59,"Yes. He learned lot and, and he."
229,0,Are you ready?
229,1,"Yes. Okay. The simulation. Okay. Hello everybody. Hello. Okay, so before we start class, just wanna go over a few things that we kind of had some struggles with this week. And just wanna remind us, cause things happen over the weekend. So remember Okay. That if you need to speak up in class and you need to raise your hand mm-hmm. <affirmative> quietly and wait to be called on. Okay. If you need to use the bathroom, remember that we use the finger symbol."
229,2,Here's my pencil. He took it.
229,3,Mina.
229,4,I didn't too
229,5,Will. Yeah.
229,6,Sorry.
229,7,What did we talk about? Raising our hand.
229,8,"Okay. I was just asking Will cause he, he took my pencil."
229,9,Okay. Pencil. So we don't need pencils right now. Okay.
229,10,Hey.
229,11,"Okay, we'll get your pencil back in a minute. Sound good?"
229,12,Don't have it.
229,13,"Okay. We'll figure out the pencil situation in a minute. Okay. Okay. So when we need to use the bathroom, we're gonna use the two finger thing. Okay. Nina gonna use the two finger, just raise it up. And if I give you the head nod, go ahead and grab the bathroom pass and you can head out to the bathroom."
229,14,Okay?
229,15,"Okay. Remember raise your hand. Okay. And then lastly, when we need to turn in assignments, remember that we turn them into the orange bin on the desk behind me. Okay. Does anybody have any questions about"
229,16,"Who? Oh. Oh, so I was wondering, um, do you think we'll have like tendering recess today to like, okay, Carlos superheros"
229,17,"At all? What do we need to do if we have to ask a question? Ow Yeah. Turn it. So raise your hand next time. Okay,"
229,18,There
229,19,"We go. Carlos, what's your question?"
229,20,"Oh, sorry. Just put on a no if maybe like, we could have like a superhero forum at some point. Cause I think we're all really big fans of superheroes. Um, so just, you know, just sort of spitballing here some ideas."
229,21,"Okay. Yeah, maybe we can do that another time. That sounds like, um, maybe even today during recess."
229,22,You took my pencil. I didn't take your pencil.
229,23,"So Nina will, what's going on? Yeah,"
229,24,Well we'll take my pencil.
229,25,Okay. Why do you think will took your pencil?
229,26,"Well, cause it's gone. Okay. You sent it in your bag. I mean, I didn't take it. I mean, I'm not like a, I don't need it. I have like a tablet here."
229,27,Okay. So did you check behind your desk or on the floor? Mina?
229,28,"Um, not"
229,29,Yet. Okay. Not as yet. Okay. Why don't you check the floor really quickly?
229,30,"Okay. I will, I will after our"
229,31,"Discussion. Okay. So are you guys ready to start our class meeting that we always do in the morning? Okay, so first question is, what did everybody do on the weekend? Yes, Jayla?"
229,32,"Uh, yeah, so, you know, I just read a little bit. Um, watched the tv, play it outside. Pretty lucky."
229,33,Sounds like fun. Anybody else wanna share what they did this weekend?
229,34,"Oh, oh, oh, oh, oh. I meant to ask. Here look My hand. Um,"
229,35,"Okay, next time. Rachel, are"
229,36,You in charge? Quiet the science fair this
229,37,"Year. Carlos, next time raise your hand quietly. Okay. Okay, so what was your"
229,38,"Question? Uh, do, are you in charge of the science fair this year? Cause I just, I have really great idea. So I was"
229,39,"Just seeing, I'm not in charge of the science fair, but we can get your idea to the person in charge of it. Cause that sounds"
229,40,"Good. No, I get no problem. I just, I was like up all night last night thinking about it, so I was just, okay, cool. Thank you. I appreciate it."
229,41,"We'll write your, write your idea down later and I'll give it to the person in charge. Okay. I'll do it. Anybody else have any idea or wanna share what they did this weekend?"
229,42,"Um, I mean this is boring. Why are we doing this? Nobody's"
229,43,"Answering. I know nobody's answering. It's a lot more funny if you guys participate like Jayla did. So this weekend I went to the movies and I saw a movie and it was really, really boring. So don't recommend it. I watched Fantasy Island, it wasn't very good"
229,44,Like this. Yeah.
229,45,"Okay. Well if you guys don't like it, what's a different topic we can talk about then?"
229,46,"Um, well, okay, look, I didn't take your pencil liar. I didn't,"
229,47,"I didn't take it. You can? Okay. Mina, will"
229,48,The teacher search me?
229,49,"Okay, fine. So Nina, did you find your pencil yet?"
229,50,"No, I haven't. It's just, uh, Mr. Pencil deep over here just wants to taunt me. I don't want."
229,51,Okay. How do you know for sure that will stole your pencil?
229,52,I don't. Okay. I don't. Okay.
229,53,I don't. So is it okay I
229,54,Can tease him?
229,55,"Okay. I get your teasing, but do you think it's okay to accuse him of stealing? No. No. Do you think it makes him feel good?"
229,56,No. No.
229,57,Now would it make you feel good if Will did that to you?
229,58,"Well,"
229,59,No. No. So next time let's not accuse will until we know something happened. Okay? That's right. So did you look around your desk to make sure you didn't have a pencil?
229,60,"Yeah, it's right"
229,61,"There. Okay. So next time before we accuse will, how about we look to find it? Okay. And simulation."
229,0,Are you ready?
229,1,"Yes. Okay. The simulation. Okay. Hello everybody. Hello. Okay, so before we start class, just wanna go over a few things that we kind of had some struggles with this week. And just wanna remind us, cause things happen over the weekend. So remember Okay. That if you need to speak up in class and you need to raise your hand mm-hmm. <affirmative> quietly and wait to be called on. Okay. If you need to use the bathroom, remember that we use the finger symbol."
229,2,Here's my pencil. He took it.
229,3,Mina.
229,4,I didn't too
229,5,Will. Yeah.
229,6,Sorry.
229,7,What did we talk about? Raising our hand.
229,8,"Okay. I was just asking Will cause he, he took my pencil."
229,9,Okay. Pencil. So we don't need pencils right now. Okay.
229,10,Hey.
229,11,"Okay, we'll get your pencil back in a minute. Sound good?"
229,12,Don't have it.
229,13,"Okay. We'll figure out the pencil situation in a minute. Okay. Okay. So when we need to use the bathroom, we're gonna use the two finger thing. Okay. Nina gonna use the two finger, just raise it up. And if I give you the head nod, go ahead and grab the bathroom pass and you can head out to the bathroom."
229,14,Okay?
229,15,"Okay. Remember raise your hand. Okay. And then lastly, when we need to turn in assignments, remember that we turn them into the orange bin on the desk behind me. Okay. Does anybody have any questions about"
229,16,"Who? Oh. Oh, so I was wondering, um, do you think we'll have like tendering recess today to like, okay, Carlos superheros"
229,17,"At all? What do we need to do if we have to ask a question? Ow Yeah. Turn it. So raise your hand next time. Okay,"
229,18,There
229,19,"We go. Carlos, what's your question?"
229,20,"Oh, sorry. Just put on a no if maybe like, we could have like a superhero forum at some point. Cause I think we're all really big fans of superheroes. Um, so just, you know, just sort of spitballing here some ideas."
229,21,"Okay. Yeah, maybe we can do that another time. That sounds like, um, maybe even today during recess."
229,22,You took my pencil. I didn't take your pencil.
229,23,"So Nina will, what's going on? Yeah,"
229,24,Well we'll take my pencil.
229,25,Okay. Why do you think will took your pencil?
229,26,"Well, cause it's gone. Okay. You sent it in your bag. I mean, I didn't take it. I mean, I'm not like a, I don't need it. I have like a tablet here."
229,27,Okay. So did you check behind your desk or on the floor? Mina?
229,28,"Um, not"
229,29,Yet. Okay. Not as yet. Okay. Why don't you check the floor really quickly?
229,30,"Okay. I will, I will after our"
229,31,"Discussion. Okay. So are you guys ready to start our class meeting that we always do in the morning? Okay, so first question is, what did everybody do on the weekend? Yes, Jayla?"
229,32,"Uh, yeah, so, you know, I just read a little bit. Um, watched the tv, play it outside. Pretty lucky."
229,33,Sounds like fun. Anybody else wanna share what they did this weekend?
229,34,"Oh, oh, oh, oh, oh. I meant to ask. Here look My hand. Um,"
229,35,"Okay, next time. Rachel, are"
229,36,You in charge? Quiet the science fair this
229,37,"Year. Carlos, next time raise your hand quietly. Okay. Okay, so what was your"
229,38,"Question? Uh, do, are you in charge of the science fair this year? Cause I just, I have really great idea. So I was"
229,39,"Just seeing, I'm not in charge of the science fair, but we can get your idea to the person in charge of it. Cause that sounds"
229,40,"Good. No, I get no problem. I just, I was like up all night last night thinking about it, so I was just, okay, cool. Thank you. I appreciate it."
229,41,"We'll write your, write your idea down later and I'll give it to the person in charge. Okay. I'll do it. Anybody else have any idea or wanna share what they did this weekend?"
229,42,"Um, I mean this is boring. Why are we doing this? Nobody's"
229,43,"Answering. I know nobody's answering. It's a lot more funny if you guys participate like Jayla did. So this weekend I went to the movies and I saw a movie and it was really, really boring. So don't recommend it. I watched Fantasy Island, it wasn't very good"
229,44,Like this. Yeah.
229,45,"Okay. Well if you guys don't like it, what's a different topic we can talk about then?"
229,46,"Um, well, okay, look, I didn't take your pencil liar. I didn't,"
229,47,"I didn't take it. You can? Okay. Mina, will"
229,48,The teacher search me?
229,49,"Okay, fine. So Nina, did you find your pencil yet?"
229,50,"No, I haven't. It's just, uh, Mr. Pencil deep over here just wants to taunt me. I don't want."
229,51,Okay. How do you know for sure that will stole your pencil?
229,52,I don't. Okay. I don't. Okay.
229,53,I don't. So is it okay I
229,54,Can tease him?
229,55,"Okay. I get your teasing, but do you think it's okay to accuse him of stealing? No. No. Do you think it makes him feel good?"
229,56,No. No.
229,57,Now would it make you feel good if Will did that to you?
229,58,"Well,"
229,59,No. No. So next time let's not accuse will until we know something happened. Okay? That's right. So did you look around your desk to make sure you didn't have a pencil?
229,60,"Yeah, it's right"
229,61,"There. Okay. So next time before we accuse will, how about we look to find it? Okay. And simulation."
301,0,All right. You ready to just get started?
301,1,Yes.
301,2,"Alrighty. Uh, here we go. Begin simulation."
301,3,Good morning.
301,4,Morning.
301,5,"Um, today we're gonna go over our classroom expectations. Um, so I'm gonna give an example and then we'll have a chance to talk about how we might show these. Um, so one of our, um, classroom expectations is that we all show respect for others. So some examples of showing respect are raising the hand, your hand when you want to speak, using kind words and listening to the teacher and other students when they're speaking. Would anyone like to share any other examples of how to show respect for others? You could raise your hand if you want to share."
301,6,"I am sitting sitting, but I just, just a little bit have to pay attention."
301,7,"I saw that Will was looking at me. Um, so I know that he was paying attention. Do you have anything you wanna"
301,8,"Add? Oh, I know, I was just, I thought Will was falling asleep. I'm sorry. Okay."
301,9,"So, um, will, is there anything you wanna"
301,10,"Oh, oh, I'm sorry. I'm sorry. I'm just getting text. Oh, dear. Sorry, my mom is sending me a text. <laugh>, sorry."
301,11,"Ok,"
301,12,"Sorry. Um, sorry."
301,13,"That's fine. Oops. Emily, I could tell that it might make it hard for you. Um, send to your peers to the teacher. If you have your phone out, would you mind putting your phone off and the"
301,14,"Way, just put it away. Sorry. Sorry. That's ok."
301,15,"That's alright. That's something that we all have to get used to being at school and not at home anymore. So, is your phone off and a way?"
301,16,"Yes, yes. Yes. I'm sorry. I'm sorry."
301,17,"So we'll go ahead and add that to our way to show respect and, um, will, I'd like you to help me out with showing an example with your body."
301,18,"Oh, oh, I'm sorry. I'm sorry. I just wanted, that's"
301,19,"So we'll go ahead and add, um, sitting up straight."
301,20,Sorry. It's okay. Sitting up straight
301,21,With eyes on the speaker. All. Let's go ahead and move on if no one's got anything else to add. So Will is showing us now
301,22,"Gonna jump later on? Oh, yes. Yes. I'm excited about your birthday. That should be fun. Yep. We're gonna meet up at, on at the park."
301,23,"Jayla, is it your birthday?"
301,24,"Should be fun. Oh, um, not officially. We're gonna, we meeting up for like a, just a birthday. Get together. It's later this week, so, okay. We're gonna have a trampoline party, so should be fun. Should be"
301,25,"Fun. <laugh>. Well, I hope you guys have"
301,26,A good time.
301,27,Let's move on.
301,28,Thank safety
301,29,"In the classroom. So just some ways that we can make sure. Yes, Jayla?"
301,30,"Oh no, I was gonna suggest a, a norm. Um, okay. I was gonna say, you know, showing up on time is good, I think and being ready Oh. To like, work"
301,31,Showing up on time and being ready to work. I love that. Love that. I think that fits under our respect category. So I'll put it on
301,32,"There. Oh yeah, I saw, so I, I finally get to see Ironman the other day, which was really cool. Um, that, that Robert Downey do something. Uh, so <laugh> just wanted to mention that. I don't know if anybody else saw it. Maybe I'm behind here. Uh, I got just, just kind of got a superhero movie, so that sounds, sounds great. Not really knowledgeable, but Sure, sure."
301,33,"I appreciate you wanting to share some of your, um, experiences with the No"
301,34,Problem.
301,35,"At the end of the day, we'll have a little go around or we can't share something that went well and something we're looking forward to. And maybe at that point, anyone else is gonna go see that movie can share that. So we're gonna move on to the next norm, which is safety and some ways of making sure that everybody's safe is, um, always using kind words, listening to instructions from adults at the school and keeping a safe body, like walking feet in the classrooms and the hallways. Yes. Emily, thank you for raising your hand. I"
301,36,Was gonna say also like not running maybe in class.
301,37,"Yes, definitely not running. So that's why I would say walking feet because it kind of helps if you remember what you're supposed to do. So instead of running, we're gonna Right. And how about when our in, when we're in our chairs, Mina what can do while we're in our chairs"
301,38,"Book report. Do what are you talking about? Oh, I was just asking Will if there was a book report due this week. Um, okay. I I think it's on vacation,"
301,39,"So. Okay, good. Uh, Mina, do you have any ways that you can think of making sure that we're safe in the past?"
301,40,"This is boring. This is boring. Why are we doing, doing this?"
301,41,"Yeah. I'm Kayla. At the beginning of the year, we kind of do have to go over just some of the norms and expectations, which could be a review for you, especially since you've been in the school a few years. So we'll just more minutes to make sure we're all on the same page. If not everybody knows all the same things that you do about it."
301,42,Okay? Okay. No problem. Any
301,43,Other ideas about how we can stay safe in school?
301,44,"Hey, there. All right. We're."
302,0,"Um, so here we go. Okay. Uh, begin simulation."
302,1,"Hello. Hello. So, um, today we'll set a customer. So does um, anyone have any thoughts? How is she?"
302,2,Ow.
302,3,"I'm sitting. I am sitting up. Sitting up. Okay. I, I just,"
302,4,Maya and Ru
302,5,Quiet.
302,6,You are safe. Focus.
302,7,"Sorry, sorry. I'm just trying to wake him up. <laugh>."
302,8,"So first for our classroom, we'll be respectful for each other."
302,9,Okay.
302,10,"Sorry. I'm sorry. My mom is sending me a text. Sorry, sorry. Sorry about that. Oops. I wonder if I forgot something at home."
302,11,"Hey, Emily, you can put your phone away for now."
302,12,Okay. Okay. Sorry.
302,13,"And for a second, um, we'll be always kind to others like your friends and teacher."
302,14,Mm-hmm.
302,15,"<affirmative>, what do you guys think about this? Do you guys agree with this? Sorry."
302,16,"Oh yeah. Sorry, I'm just, uh, I'm getting a little tired here. Apologize. I'm just, I know."
302,17,Hmm.
302,18,"Okay. Um, um, next for third, um, we'll be open-minded. And for last one, uh, you guys will always clean your area. So what do you guys think about this? Our four"
302,19,"Class? Are you gonna come tonight? Birthday party? Can I, um, yeah, yeah, that's, it's the trampoline part."
302,20,"Um,"
302,21,"Yeah,"
302,22,You guys this after class.
302,23,"Oh, okay. Sorry, we were just talking about my birthday. Sorry about that. Sorry. It's fine."
302,24,"Um,"
302,25,"Oh, um,"
302,26,"Yes, Jayla?"
302,27,"Yes. I think a classroom norm that would be great, would be, um, showing up on time, um, yeah. And being ready to work every day."
302,28,Yes. Showing up on time is good. Okay. So that will be our fifth classroom. Okay. Does anyone else have other thoughts or opinion?
302,29,"Um, well, you know, I saw Ironman the other day finally, and let me tell you what a movie, what a performance by Bob Downey and, uh, wow. Just, I loved it. I don't know if you've seen it, but I highly recommend it. Um, gonna check out the sequels tonight."
302,30,"Yes. I'll see. I'll see you later so we can talk about, okay,"
302,31,"That's fine. Okay,"
302,32,"So I'll go over, yes, Emily?"
